Name,Time,latitude,longtitude,speed,file
cat,2022/01/11 15:10:24,39.716,141.14,0,polycame3.mp4
home,2022/01/18 23:59:46,39.7194825517241,141.129578,0.055048275862069,home.mp4
理食前,2022/01/18 15:40:51,39.7192393333333,141.135571833333,0.530808333333333,test.mp4
館向,2022/01/19 10:11:00,39.7181142307692,141.130472884615,1.2618717948718,tate.mp4
道場,2022/01/17 19:52:10,39.71779,141.13729,0,doujo.MP4
